npc	pattern	handler	branch	priority	guards	order	kind	a1	a2	a3	place	x	y	z	group
231544	Britra_As_Broad	cycle	2	98	timer:2	0	arm	1	15000	0		0.0	0.0	0.0	0
231544	Britra_As_Broad	cycle	2	98	timer:2	1	skill	17295	0	0	MOST_HATED	0.0	0.0	0.0	0
231544	Britra_As_Broad	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	0	100	timer:0	0	arm	1	10000	0		0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	0	100	timer:0	1	skill	17359	0	0	MOST_HATED	0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	1	99	timer:1	0	arm	2	10000	0		0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	1	99	timer:1	1	skill	17361	0	0	ME	0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	2	98	timer:2	0	arm	3	15000	0		0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	2	98	timer:2	1	skill	17359	0	0	MOST_HATED	0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	3	97	timer:3	0	arm	0	10000	0		0.0	0.0	0.0	0
231546	Britra_Pr_Heal	cycle	3	97	timer:3	1	skill	17700	0	0	MOST_HATED	0.0	0.0	0.0	0
231546	Britra_Pr_Heal	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
231546	Britra_Pr_Heal	on_enter_attack_state	0	7		1	skill	17359	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	0	100	timer:0	0	arm	1	7000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	0	100	timer:0	1	skill	16678	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	1	99	timer:1	0	arm	2	7000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	1	99	timer:1	1	skill	17332	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	2	98	timer:2	0	arm	3	10000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	2	98	timer:2	1	skill	17295	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	3	96	timer:3	0	arm	4	7000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	3	96	timer:3	1	skill	17322	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	4	95	timer:4	0	arm	5	7000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	4	95	timer:4	1	skill	16678	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	5	94	timer:5	0	arm	6	7000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	5	94	timer:5	1	skill	17295	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	6	93	timer:6	0	arm	2	7000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	cycle	6	93	timer:6	1	skill	17332	0	0	MOST_HATED	0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	on_enter_attack_state	0	7		0	arm	0	5000	0		0.0	0.0	0.0	0
231547	Britra_As_Poison_LowNmd	on_enter_attack_state	0	7		1	skill	17322	0	0	MOST_HATED	0.0	0.0	0.0	0
231548	Britra_Table	cycle	0	100	timer:0	0	arm	1	10000	0		0.0	0.0	0.0	0
231548	Britra_Table	cycle	0	100	timer:0	1	skill	17295	0	0	MOST_HATED	0.0	0.0	0.0	0
231548	Britra_Table	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
231548	Britra_Table	cycle	1	99	timer:1	1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
231548	Britra_Table	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
231548	Britra_Table	on_enter_attack_state	0	7		1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	cycle	0	100	timer:0	0	arm	1	10000	0		0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	cycle	0	100	timer:0	1	skill	21284	0	0	MOST_HATED	0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	cycle	1	99	timer:1	0	arm	2	10000	0		0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	cycle	1	99	timer:1	1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	cycle	2	98	timer:2	0	arm	0	7000	0		0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	cycle	2	98	timer:2	1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232841	Britra_Party_Fi_FwAreaDD	on_enter_attack_state	0	7		1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	0	100	timer:0	0	arm	1	22000	0		0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	0	100	timer:0	1	skill	20648	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	0	100	timer:0	2	skill	21295	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	1	99	timer:1	0	arm	2	10000	0		0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	1	99	timer:1	1	skill	21294	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	2	98	timer:2	0	arm	3	13000	0		0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	2	98	timer:2	1	skill	21297	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	3	97	timer:3	0	arm	4	10000	0		0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	3	97	timer:3	1	skill	21294	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	4	96	timer:4	0	arm	0	7000	0		0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	cycle	4	96	timer:4	1	skill	21297	0	0	MOST_HATED	0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232845	Britra_Party_Ri_OpenAerial	on_enter_attack_state	0	7		1	skill	21294	0	0	MOST_HATED	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	0	100	timer:0	0	arm	1	8000	0		0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	0	100	timer:0	1	skill	21285	0	0	MOST_HATED	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	0	100	timer:0	2	switch_to	0	0	0	RANDOM	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	1	99	timer:1	0	arm	2	9000	0		0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	1	99	timer:1	1	skill	20702	0	0	MOST_HATED	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	2	98	timer:2	0	arm	3	21000	0		0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	2	98	timer:2	1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	2	98	timer:2	2	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	3	97	timer:3	0	arm	0	9000	0		0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	cycle	3	97	timer:3	1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232847	IDKamar_Britra_Party_Fi_StunHpDrain_LowNmd	on_enter_attack_state	0	7		1	skill	17294	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	0	100	timer:0	0	arm	1	9000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	0	100	timer:0	1	skill	17722	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	0	100	timer:0	2	switch_to	0	0	0	RANDOM	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	1	99	timer:1	0	arm	2	15000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	1	99	timer:1	1	skill	17338	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	2	98	timer:2	0	arm	3	7000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	2	98	timer:2	1	skill	17335	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	3	97	timer:3	0	arm	4	10000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	3	97	timer:3	1	skill	17338	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	4	96	timer:4	0	arm	5	15000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	4	96	timer:4	1	skill	21288	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	5	95	timer:5	0	arm	6	7000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	5	95	timer:5	1	skill	17722	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	6	94	timer:6	0	arm	7	15000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	6	94	timer:6	1	skill	21288	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	7	93	timer:7	0	arm	0	9000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	cycle	7	93	timer:7	1	skill	17338	0	0	MOST_HATED	0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	on_enter_attack_state	0	7		0	arm	0	5000	0		0.0	0.0	0.0	0
232848	IDKamar_Britra_Party_Wi_MpDrain_LowNmd	on_enter_attack_state	0	7		1	skill	20712	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	0	100	timer:0	0	arm	1	10000	0		0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	0	100	timer:0	1	skill	21296	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	0	100	timer:0	2	skill	20704	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	0	100	timer:0	3	switch_to	0	0	0	RANDOM	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	1	99	timer:1	0	arm	2	7000	0		0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	1	99	timer:1	1	skill	21294	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	2	98	timer:2	0	arm	3	10000	0		0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	2	98	timer:2	1	skill	21297	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	3	97	timer:3	0	arm	4	7000	0		0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	3	97	timer:3	1	skill	21294	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	4	96	timer:4	0	arm	0	7000	0		0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	cycle	4	96	timer:4	1	skill	21297	0	0	MOST_HATED	0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232851	IDKamar_Britra_Party_Ri_OpenAerial_LowNmd	on_enter_attack_state	0	7		1	skill	21294	0	0	MOST_HATED	0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	cycle	0	8	chance:50|timer:0	0	arm	0	10000	0		0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	cycle	0	8	chance:50|timer:0	1	skill	16516	0	0	MOST_HATED	0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	cycle	1	7	chance:25|timer:0	0	arm	0	15000	0		0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	cycle	1	7	chance:25|timer:0	1	skill	16557	0	0	MOST_HATED	0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	cycle	2	6	timer:0	0	arm	0	5000	0		0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	on_enter_attack_state	0	5		0	arm	0	13000	0		0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	on_enter_attack_state	0	5		1	skill	16662	0	0	MOST_HATED	0.0	0.0	0.0	0
232865	LDF5_DrakanZombie_Fi_ID_SN	on_enter_attack_state	0	5		2	skill	16519	0	0	MOST_HATED	0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	cycle	0	8	chance:50|timer:0	0	arm	0	10000	0		0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	cycle	0	8	chance:50|timer:0	1	skill	17548	0	0	MOST_HATED	0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	cycle	1	7	chance:25|timer:0	0	arm	0	15000	0		0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	cycle	1	7	chance:25|timer:0	1	skill	20671	0	0	MOST_HATED	0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	cycle	2	6	timer:0	0	arm	0	5000	0		0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	on_enter_attack_state	0	5		0	arm	0	10000	0		0.0	0.0	0.0	0
232885	LDF5_DrakanZombie_Wi_ID_SN	on_enter_attack_state	0	5		1	skill	20671	0	0	MOST_HATED	0.0	0.0	0.0	0
232904	Fanatic40_As	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	0	15000	0		0.0	0.0	0.0	0
232904	Fanatic40_As	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	16542	0	0	MOST_HATED	0.0	0.0	0.0	0
232904	Fanatic40_As	cycle	1	9	timer:0	0	arm	0	15000	0		0.0	0.0	0.0	0
232904	Fanatic40_As	cycle	1	9	timer:0	1	skill	16540	0	0	MOST_HATED	0.0	0.0	0.0	0
232904	Fanatic40_As	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232905	Fanatic40_Fi	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232905	Fanatic40_Fi	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	16519	0	0	MOST_HATED	0.0	0.0	0.0	0
232905	Fanatic40_Fi	cycle	1	9	timer:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232905	Fanatic40_Fi	cycle	1	9	timer:0	1	skill	16516	0	0	MOST_HATED	0.0	0.0	0.0	0
232905	Fanatic40_Fi	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232906	Fanatic40_Wi	cycle	0	10	timer:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232906	Fanatic40_Wi	cycle	0	10	timer:0	1	skill	16570	0	0	MOST_HATED	0.0	0.0	0.0	0
232906	Fanatic40_Wi	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232906	Fanatic40_Wi	on_enter_attack_state	0	7		1	skill	16918	0	0	ME	0.0	0.0	0.0	0
232907	Fanatic40_Wi	cycle	0	10	timer:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232907	Fanatic40_Wi	cycle	0	10	timer:0	1	skill	16570	0	0	MOST_HATED	0.0	0.0	0.0	0
232907	Fanatic40_Wi	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232907	Fanatic40_Wi	on_enter_attack_state	0	7		1	skill	16918	0	0	ME	0.0	0.0	0.0	0
232908	Fanatic40_As	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	0	15000	0		0.0	0.0	0.0	0
232908	Fanatic40_As	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	16542	0	0	MOST_HATED	0.0	0.0	0.0	0
232908	Fanatic40_As	cycle	1	9	timer:0	0	arm	0	15000	0		0.0	0.0	0.0	0
232908	Fanatic40_As	cycle	1	9	timer:0	1	skill	16540	0	0	MOST_HATED	0.0	0.0	0.0	0
232908	Fanatic40_As	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232909	Fanatic40_Fi	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232909	Fanatic40_Fi	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	16519	0	0	MOST_HATED	0.0	0.0	0.0	0
232909	Fanatic40_Fi	cycle	1	9	timer:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232909	Fanatic40_Fi	cycle	1	9	timer:0	1	skill	16516	0	0	MOST_HATED	0.0	0.0	0.0	0
232909	Fanatic40_Fi	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232910	Fanatic40_Wi	cycle	0	10	timer:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232910	Fanatic40_Wi	cycle	0	10	timer:0	1	skill	16570	0	0	MOST_HATED	0.0	0.0	0.0	0
232910	Fanatic40_Wi	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232910	Fanatic40_Wi	on_enter_attack_state	0	7		1	skill	16918	0	0	ME	0.0	0.0	0.0	0
232911	Fanatic40_Wi	cycle	0	10	timer:0	0	arm	0	20000	0		0.0	0.0	0.0	0
232911	Fanatic40_Wi	cycle	0	10	timer:0	1	skill	16570	0	0	MOST_HATED	0.0	0.0	0.0	0
232911	Fanatic40_Wi	on_enter_attack_state	0	7		0	arm	0	10000	0		0.0	0.0	0.0	0
232911	Fanatic40_Wi	on_enter_attack_state	0	7		1	skill	16918	0	0	ME	0.0	0.0	0.0	0
232925	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232925	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232925	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232925	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21300	0	0	MOST_HATED	0.0	0.0	0.0	0
232925	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232926	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232926	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232926	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232926	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21300	0	0	MOST_HATED	0.0	0.0	0.0	0
232926	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232927	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232927	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232927	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232927	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21300	0	0	MOST_HATED	0.0	0.0	0.0	0
232927	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232928	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232928	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232928	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232928	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21300	0	0	MOST_HATED	0.0	0.0	0.0	0
232928	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232929	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232929	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232929	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232929	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21300	0	0	MOST_HATED	0.0	0.0	0.0	0
232929	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232930	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232930	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232930	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232930	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21300	0	0	MOST_HATED	0.0	0.0	0.0	0
232930	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232996	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	0	arm	1	15000	0		0.0	0.0	0.0	0
232996	ShulackRose_Fi_Tanker	cycle	0	100	timer:0	1	skill	16518	0	0	ME	0.0	0.0	0.0	0
232996	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	0	arm	0	7000	0		0.0	0.0	0.0	0
232996	ShulackRose_Fi_Tanker	cycle	1	99	timer:1	1	skill	21301	0	0	MOST_HATED	0.0	0.0	0.0	0
232996	ShulackRose_Fi_Tanker	on_enter_attack_state	0	7		0	arm	0	7000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	2	10000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	17460	0	0	MOST_HATED	0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	1	9	timer:1|hp_between:52:99	0	arm	1	15000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	1	9	timer:1|hp_between:52:99	1	skill	16602	0	0	MOST_HATED	0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	2	9	timer:2	0	arm	2	10000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	2	9	timer:2	1	skill	16602	0	0	MOST_HATED	0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	cycle	3	7	timer:0	0	arm	0	5000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	on_enter_attack_state	0	7		0	arm	0	5000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	on_enter_attack_state	0	7		1	arm	1	5000	0		0.0	0.0	0.0	0
232997	Naga_FeA_Ver40	on_enter_attack_state	0	7		2	skill	16614	0	0	MOST_HATED	0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	2	15000	0		0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	17448	0	0	MOST_HATED	0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	2	skill	17446	0	0	MOST_HATED	0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	1	9	timer:1|hp_between:52:99	0	arm	1	15000	0		0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	1	9	timer:1|hp_between:52:99	1	skill	16628	0	0	MOST_HATED	0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	2	9	timer:2	0	arm	2	10000	0		0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	2	9	timer:2	1	skill	16628	0	0	MOST_HATED	0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	cycle	3	7	timer:0	0	arm	0	5000	0		0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	on_enter_attack_state	0	7		0	arm	0	5000	0		0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	on_enter_attack_state	0	7		1	arm	1	5000	0		0.0	0.0	0.0	0
232998	Naga_CeA_Ver40	on_enter_attack_state	0	7		2	skill	16690	0	0	ME	0.0	0.0	0.0	0
232999	Naga_WeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	0	arm	2	5000	0		0.0	0.0	0.0	0
232999	Naga_WeA_Ver40	cycle	0	10	timer:0|hp_below:50|set_flag_var:0	1	skill	16934	0	0	MOST_HATED	0.0	0.0	0.0	0
232999	Naga_WeA_Ver40	cycle	1	9	timer:1|hp_between:51:99	0	arm	1	15000	0		0.0	0.0	0.0	0
232999	Naga_WeA_Ver40	cycle	1	9	timer:1|hp_between:51:99	1	skill	16781	0	0	MOST_HATED	0.0	0.0	0.0	0
232999	Naga_WeA_Ver40	cycle	2	8	timer:2	0	arm	2	15000	0		0.0	0.0	0.0	0
232999	Naga_WeA_Ver40	cycle	2	8	timer:2	1	skill	16781	0	0	MOST_HATED	0.0	0.0	0.0	0
