uses	world	expression
2	IDTransform	( level_check == 72 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 3)
2	IDTransform	( level_check == 72 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 4)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 1)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 2)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 3)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 4)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 1)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 2)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 3)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 4)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 1)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 2)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 3)
2	IDTransform	( level_check == 73 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 4)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 1)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 2)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 3)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 4)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 1)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 2)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 3)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 4)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 1)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 2)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 3)
2	IDTransform	( level_check == 74 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 4)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 1)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 2)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 3)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (a_pig == 4)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 1)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 2)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 3)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (b_pig == 4)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 1)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 2)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 3)
2	IDTransform	( level_check == 75 ) &&( IDTransform_F_Reward != 1 ) &&( IDTransform_D_Reward != 1 ) &&( IDTransform_C_Reward != 1 ) &&( IDTransform_B_Reward != 1 ) &&( IDTransform_A_Reward != 1 ) &&( IDTransform_S_Reward != 1 ) && (c_pig == 4)
2	ab1	((1011_on == 1 )&&([SAVE]link_weapon_da == 2))
2	ab1	((1011_on == 1 )&&([SAVE]link_weapon_li == 2))
2	idstation	((IDStation_Score <= 15) && (IDStation_Score >= 11) && (SpecialServer_Cond == 0))
2	idstation	((IDStation_Score <= 15) && (IDStation_Score >= 11) && (SpecialServer_Cond == 1))
2	IDEternity_01	((Road_Set == 1) || (Road_Set == 2) || (Road_Set == 3) || (Road_Set == 4) || (Road_Set == 5)) && (3rd_Boss_Room == 1)
2	IDEternity_01	((Road_Set == 7) || (Road_Set == 8) || (Road_Set == 9) || (Road_Set == 10) || (Road_Set == 11) || (Road_Set == 12)) && (1st_Boss_Room == 1)
2	IDEternity_03	((event == 1) && (race ==1))
2	IDEternity_03	((event == 1) && (race ==2))
2	IDEternity_03	((event == 2) && (race ==1))
2	IDEternity_03	((event == 2) && (race ==2))
2	IDEternity_03	((event >= 3) && (race ==1))
2	IDEternity_03	((event >= 3) && (race ==2))
2	IDEternity_02	((ideternity_02_da_03 > 14) && (ideternity_02_da_03 < 20)) && (ideternity_02_da == 1)
2	IDEternity_02	((ideternity_02_li_03 > 14) && (ideternity_02_li_03 < 20)) && (ideternity_02_li == 1)
2	IDEternity_03	((race == 1) && (boss_02 == 1))
2	IDEternity_03	((race == 2) && (boss_02 == 1))
2	idyun	(Ariana4 == 1)&&(named == 2)
2	IDDF2_Dflame_Event	(BOSSROOM_N3 == 1) && (BOSSROOM_WAVE >= 110)
2	IDDF2_Dflame_Event	(BOSSROOM_N4 == 1) && (BOSSROOM_WAVE >= 180)
2	IDLDF5_Under_01_War	(BaseDark == 2) && (BaseLight == 2) && (Battle_2 >= 1)
2	IDLDF5_Under_01_War	(BaseDark == 2) && (BaseLight == 2) && (Battle_3 >= 1)
2	IDLDF5_Under_01_War	(BaseDark == 3) && (BaseLight == 1) && (Battle_3 >= 1)
2	IDLDF5_Under_01_War	(BaseLight == 3) && (BaseDark == 1) && (Battle_2 >= 1)
2	IDLDF5_Under_01_War	(BaseLight == 3) && (BaseDark == 1) && (Battle_3 >= 1)
2	idabre_up_asteria	(DARKIN == 1) && (SpecialServer_Cond == 0)
2	idabre_up_asteria	(DARKIN == 1) && (SpecialServer_Cond == 1)
2	IDLDF5_Fortress_War	(Da_Open == 3) && (Light_A_On == 1)
2	IDLDF5_Fortress_War	(Da_Open == 3) && (Light_B_On == 1)
2	GAb1_Sub	(DirectPortalDest_69 == 1) || ((DirectPortalDest_70 == 1) || (DirectPortalDest_71 == 1) || (DirectPortalDest_72 == 1)
2	ab1	(FieldNamed_Ab1_Tue_23 == 1) || (FieldNamed_Ab1_Sat_23 == 1)
2	idstation	(IDStation_Score >= 1)
2	idstation	(IDStation_Score >= 1) && (IDStation_Score < 1)
2	idstation	(IDStation_Score >= 1) && (IDStation_Score < 50)
2	idstation	(IDStation_Score >= 10)
2	idstation	(IDStation_Score >= 4)
2	idstation	(IDStation_Score >= 50)
2	idstation	(IDStation_Score >= 6)
2	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (D_BuildupLevel >= 1)
2	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (L_BuildupLevel >= 1)
2	idabre_up_asteria	(LIGHTIN == 1) && (SpecialServer_Cond == 0)
2	idabre_up_asteria	(LIGHTIN == 1) && (SpecialServer_Cond == 1)
2	IDLDF5_Fortress_War	(Li_Open == 3) && (Dark_A_On == 1)
2	IDLDF5_Fortress_War	(Li_Open == 3) && (Dark_B_On == 1)
2	IDLDF5_Fortress_War	(Li_Open == 5) && (Da_Open == 5)
2	IDLDF4Re_01	(PC_Checkda == 1) && (Boss_Die == 1)
2	IDLDF4Re_01	(PC_Checkli == 1) && (Boss_Die == 1)
2	IDSeal	(PLAY_LEVEL == 2) && (DEFENCE_WAVE == 1) && (RACE == 1)
2	IDSeal	(PLAY_LEVEL == 2) && (DEFENCE_WAVE == 1) && (RACE == 2)
2	IDSeal	(PLAY_LEVEL == 2) && (DEFENCE_WAVE == 4)
2	IDSeal	(PLAY_LEVEL == 2) && (DEFENCE_WAVE == 5)
2	IDSeal	(PLAY_LEVEL == 2) && (DEFENCE_WAVE == 6)
2	IDSeal	(PLAY_LEVEL == 2) && (SUB_WAVE == 1)
2	IDSeal	(PLAY_LEVEL == 2) && (SUB_WAVE == 2)
2	IDSeal	(PLAY_LEVEL == 2) && (SUB_WAVE == 3)
2	IDSeal	(PLAY_LEVEL == 2) && (SUB_WAVE == 4)
2	IDSeal	(PLAY_LEVEL == 3) && (DEFENCE_WAVE == 1) && (RACE == 1)
2	IDSeal	(PLAY_LEVEL == 3) && (DEFENCE_WAVE == 1) && (RACE == 2)
2	IDSeal	(PLAY_LEVEL == 3) && (DEFENCE_WAVE == 4)
2	IDSeal	(PLAY_LEVEL == 3) && (DEFENCE_WAVE == 5)
2	IDSeal	(PLAY_LEVEL == 3) && (DEFENCE_WAVE == 6)
2	IDSeal	(PLAY_LEVEL == 3) && (DEFENCE_WAVE == 7)
2	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 1)
2	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 2)
2	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 3)
2	IDSeal	(PLAY_LEVEL == 3) && (SUB_WAVE == 4)
2	IDSeal	(PLAY_LEVEL ==2) && (SCENE == 8) && (RACE ==1)
2	IDSeal	(PLAY_LEVEL ==2) && (SCENE == 8) && (RACE ==2)
2	IDSeal	(PLAY_LEVEL ==3) && (SCENE == 8) && (RACE ==1)
2	IDSeal	(PLAY_LEVEL ==3) && (SCENE == 8) && (RACE ==2)
2	IDSeal_Q	(RACE == 1) && (SCENE == 13)
2	IDSeal_Q	(RACE == 2) && (SCENE == 13)
2	IDSeal	(SCENE == 29) && (RACE ==1)
2	IDSeal	(SCENE == 29) && (RACE ==2)
2	IDSeal	(SCENE == 6) && (RACE ==1)
2	IDSeal	(SCENE == 6) && (RACE ==2)
2	IDSeal	(SCENE == 7) && (RACE ==1)
2	IDSeal	(SCENE == 7) && (RACE ==2)
2	df3	(SpecialServer_Cond == 1) && (DF3_RVR_Control == 3) && (DefBossAStatus == 3)
2	df3	(SpecialServer_Cond == 1) && (DF3_RVR_Control == 3) && (DefBossBStatus == 3)
2	df3	(SpecialServer_Cond == 1) && (DF3_RVR_Control == 3) && (DefBossCStatus == 3)
2	df3	(SpecialServer_Cond == 1) && (DefBossAStatus == 2)
2	idcatacombs	(SpecialServer_Cond == 1) && (con_rebirth_check == 1)
2	IDEvent_def	(Wave_1_Start == 2) && (SpecialServer_Cond == 0)
2	IDEvent_def	(Wave_1_Start == 2) && (SpecialServer_Cond == 1)
2	IDEvent_def	(Wave_2 >= 25) && (SpecialServer_Cond == 0)
2	IDEvent_def	(Wave_2 >= 25) && (SpecialServer_Cond == 1)
2	IDTransform	(a_room > 4) && ( a_room < 10 ) && (shadow_kill < 3)
2	IDTransform	(a_room > 4) && (shadow_kill == 3)
2	IDEternity_01	(artifact_a == 1) && (artifact_b == 1) && (artifact_c == 1) && (artifact_d == 1)
2	IDTransform	(b_room > 4) && ( b_room < 10 ) && (shadow_kill < 4)
2	IDTransform	(b_room > 4) && (shadow_kill == 4)
2	IDTransform	(c_room > 4) && ( c_room < 10 ) && (shadow_kill < 5)
2	IDTransform	(c_room > 4) && (shadow_kill == 5)
2	IDAb1_Ere	(da_play == 1) && (4f_hole_find == 1)
2	IDAb1_Ere	(da_play == 1) && (4f_hole_find == 2)
2	IDAb1_Ere	(da_play == 1) && (4f_hole_find == 3)
2	IDAb1_Ere	(da_play == 1) && (4f_hole_find == 4)
2	IDAb1_Ere	(da_play == 1) && (4f_hole_find == 5)
2	IDAb1_Ere	(da_play == 1) && (boss_e_kill == 1)
2	IDAb1_Ere	(da_play == 1) && (boss_h_kill == 1)
2	IDAb1_Ere	(da_play == 1) && (boss_n_kill == 1)
2	IDAb1_Ere	(da_play == 1) && (sos == 1)
2	IDAb1_Ere	(da_play == 1) && (statdown == 5)
2	idcatacombs	(debufflich >= 1) && (SpecialServer_Cond == 0)
2	idcatacombs	(debufflich >= 1) && (SpecialServer_Cond == 1)
2	idcatacombs	(debufflich >= 12) && (SpecialServer_Cond == 0)
2	idcatacombs	(debufflich >= 12) && (SpecialServer_Cond == 1)
2	idcatacombs	(debufflich >= 24) && (SpecialServer_Cond == 0)
2	idcatacombs	(debufflich >= 24) && (SpecialServer_Cond == 1)
2	idcatacombs	(debufflich >= 36) && (SpecialServer_Cond == 0)
2	idcatacombs	(debufflich >= 36) && (SpecialServer_Cond == 1)
2	IDEternity_02	(ideternity_02_da == 1) && (named_die_03 == 2)
2	IDEternity_02	(ideternity_02_da_03 == 11) && (ideternity_02_da == 1)
2	IDEternity_02	(ideternity_02_da_03 == 20) && (ideternity_02_da == 1)
2	IDEternity_02	(ideternity_02_da_03 == 8) && (ideternity_02_da == 1)
2	IDEternity_02	(ideternity_02_li == 1) && (named_die_03 == 2)
2	IDEternity_02	(ideternity_02_li_03 == 11) && (ideternity_02_li == 1)
2	IDEternity_02	(ideternity_02_li_03 == 20) && (ideternity_02_li == 1)
2	IDEternity_02	(ideternity_02_li_03 == 8) && (ideternity_02_li == 1)
2	ab1	(ksg == 1) && (SpecialServer_Cond == 1)
2	ab1	(ksg == 2) && (SpecialServer_Cond == 1)
2	IDTransform	(level_check == 66) && (a_path_02 == 1)
2	IDTransform	(level_check == 66) && (b_path_01 == 1)
2	IDTransform	(level_check == 66) && (b_path_01 == 3)
2	IDTransform	(level_check == 66) && (b_path_02 == 1)
2	IDTransform	(level_check == 66) && (b_path_02 == 3)
2	IDTransform	(level_check == 66) && (boss == 2)
2	IDTransform	(level_check == 66) && (c_riseup == 1)
2	IDTransform	(level_check == 67) && (a_path_02 == 1)
2	IDTransform	(level_check == 67) && (b_path_01 == 1)
2	IDTransform	(level_check == 67) && (b_path_01 == 3)
2	IDTransform	(level_check == 67) && (b_path_02 == 1)
2	IDTransform	(level_check == 67) && (b_path_02 == 3)
2	IDTransform	(level_check == 67) && (boss == 2)
2	IDTransform	(level_check == 67) && (c_riseup == 1)
2	IDTransform	(level_check == 68) && (a_path_02 == 1)
2	IDTransform	(level_check == 68) && (b_path_01 == 1)
2	IDTransform	(level_check == 68) && (b_path_01 == 3)
2	IDTransform	(level_check == 68) && (b_path_02 == 1)
2	IDTransform	(level_check == 68) && (b_path_02 == 3)
2	IDTransform	(level_check == 68) && (boss == 2)
2	IDTransform	(level_check == 68) && (c_riseup == 1)
2	IDTransform	(level_check == 69) && (a_path_02 == 1)
2	IDTransform	(level_check == 69) && (b_path_01 == 1)
2	IDTransform	(level_check == 69) && (b_path_01 == 3)
2	IDTransform	(level_check == 69) && (b_path_02 == 1)
2	IDTransform	(level_check == 69) && (b_path_02 == 3)
2	IDTransform	(level_check == 69) && (boss == 2)
2	IDTransform	(level_check == 69) && (c_riseup == 1)
2	IDTransform	(level_check == 70) && (a_path_02 == 1)
2	IDTransform	(level_check == 70) && (b_path_01 == 1)
2	IDTransform	(level_check == 70) && (b_path_01 == 3)
2	IDTransform	(level_check == 70) && (b_path_02 == 1)
2	IDTransform	(level_check == 70) && (b_path_02 == 3)
2	IDTransform	(level_check == 70) && (boss == 2)
2	IDTransform	(level_check == 70) && (c_riseup == 1)
2	IDTransform	(level_check == 71) && (a_path_02 == 1)
2	IDTransform	(level_check == 71) && (b_path_01 == 1)
2	IDTransform	(level_check == 71) && (b_path_01 == 3)
2	IDTransform	(level_check == 71) && (b_path_02 == 1)
2	IDTransform	(level_check == 71) && (b_path_02 == 3)
2	IDTransform	(level_check == 71) && (boss == 2)
2	IDTransform	(level_check == 71) && (c_riseup == 1)
2	IDTransform	(level_check == 72) && (a_path_02 == 1)
2	IDTransform	(level_check == 72) && (b_path_01 == 1)
2	IDTransform	(level_check == 72) && (b_path_01 == 3)
2	IDTransform	(level_check == 72) && (b_path_02 == 1)
2	IDTransform	(level_check == 72) && (b_path_02 == 3)
2	IDTransform	(level_check == 72) && (boss == 2)
2	IDTransform	(level_check == 72) && (c_riseup == 1)
2	IDTransform	(level_check == 73) && (a_path_02 == 1)
2	IDTransform	(level_check == 73) && (b_path_01 == 1)
2	IDTransform	(level_check == 73) && (b_path_01 == 3)
2	IDTransform	(level_check == 73) && (b_path_02 == 1)
2	IDTransform	(level_check == 73) && (b_path_02 == 3)
2	IDTransform	(level_check == 73) && (boss == 2)
2	IDTransform	(level_check == 73) && (c_riseup == 1)
2	IDTransform	(level_check == 74) && (a_path_02 == 1)
2	IDTransform	(level_check == 74) && (b_path_01 == 1)
2	IDTransform	(level_check == 74) && (b_path_01 == 3)
2	IDTransform	(level_check == 74) && (b_path_02 == 1)
2	IDTransform	(level_check == 74) && (b_path_02 == 3)
2	IDTransform	(level_check == 74) && (boss == 2)
2	IDTransform	(level_check == 74) && (c_riseup == 1)
2	IDTransform	(level_check == 75) && (a_path_02 == 1)
2	IDTransform	(level_check == 75) && (b_path_01 == 1)
2	IDTransform	(level_check == 75) && (b_path_01 == 3)
2	IDTransform	(level_check == 75) && (b_path_02 == 1)
2	IDTransform	(level_check == 75) && (b_path_02 == 3)
2	IDTransform	(level_check == 75) && (boss == 2)
2	IDTransform	(level_check == 75) && (c_riseup == 1)
2	IDAb1_Ere	(li_play == 1) && (4f_hole_find == 1)
2	IDAb1_Ere	(li_play == 1) && (4f_hole_find == 2)
2	IDAb1_Ere	(li_play == 1) && (4f_hole_find == 3)
2	IDAb1_Ere	(li_play == 1) && (4f_hole_find == 4)
2	IDAb1_Ere	(li_play == 1) && (4f_hole_find == 5)
2	IDAb1_Ere	(li_play == 1) && (boss_e_kill == 1)
2	IDAb1_Ere	(li_play == 1) && (boss_h_kill == 1)
2	IDAb1_Ere	(li_play == 1) && (boss_n_kill == 1)
2	IDAb1_Ere	(li_play == 1) && (sos == 1)
2	IDAb1_Ere	(li_play == 1) && (statdown == 5)
2	IDEternity_War	(people_expand_con == 0) && (op_set == 1)
2	IDEternity_War	(people_expand_con == 0) && (op_set == 2)
2	idf5_td_war	(v05 == 2) && (START_01 == 1)
2	idf5_td_war	(v05 == 2) && (START_02 == 1)
2	idf5_td_war	(v05 == 3) && (START_01 == 2)
2	idf5_td_war	(v05 == 3) && (START_02 == 2)
2	idf5_td_war	(v08 == 2) && (START_01 == 1)
2	idf5_td_war	(v08 == 2) && (START_02 == 1)
2	idf5_td_war	(v08 == 3) && (START_01 == 2)
2	idf5_td_war	(v08 == 3) && (START_02 == 2)
2	LDF4_Advance	(v13==2) && (li_killer_v13 > 1)
2	LDF4_Advance	(v13==3) && (da_killer_v13 > 1)
2	LDF4_Advance	(va_d > 0) && (da_killer_v02 > 9)
2	LDF4_Advance	(va_d > 0) && (da_killer_v03 > 5)
2	LDF4_Advance	(va_d > 0) && (da_killer_v03 > 9)
2	LDF4_Advance	(va_d > 0) && (da_killer_v04 > 5)
2	LDF4_Advance	(va_d > 0) && (da_killer_v04 > 9)
2	LDF4_Advance	(va_l > 0) && (li_killer_v02 > 9)
2	LDF4_Advance	(va_l > 0) && (li_killer_v03 > 5)
2	LDF4_Advance	(va_l > 0) && (li_killer_v03 > 9)
2	LDF4_Advance	(va_l > 0) && (li_killer_v04 > 5)
2	LDF4_Advance	(va_l > 0) && (li_killer_v04 > 9)
2	LDF4_Advance	(vb_d > 0) && (da_killer_v05 > 5)
2	LDF4_Advance	(vb_d > 0) && (da_killer_v05 > 9)
2	LDF4_Advance	(vb_d > 0) && (da_killer_v06 > 5)
2	LDF4_Advance	(vb_d > 0) && (da_killer_v06 > 9)
2	LDF4_Advance	(vb_d > 0) && (da_killer_v07 > 5)
2	LDF4_Advance	(vb_d > 0) && (da_killer_v07 > 9)
2	LDF4_Advance	(vb_l > 0) && (li_killer_v05 > 5)
2	LDF4_Advance	(vb_l > 0) && (li_killer_v05 > 9)
2	LDF4_Advance	(vb_l > 0) && (li_killer_v06 > 5)
2	LDF4_Advance	(vb_l > 0) && (li_killer_v06 > 9)
2	LDF4_Advance	(vb_l > 0) && (li_killer_v07 > 5)
2	LDF4_Advance	(vb_l > 0) && (li_killer_v07 > 9)
2	LDF4_Advance	(vc_d > 0) && (da_killer_v08 > 5)
2	LDF4_Advance	(vc_d > 0) && (da_killer_v08 > 9)
2	LDF4_Advance	(vc_d > 0) && (da_killer_v09 > 4)
2	LDF4_Advance	(vc_d > 0) && (da_killer_v09 > 5)
2	LDF4_Advance	(vc_l > 0) && (li_killer_v08 > 5)
