guard_npc_id	pattern	low_hp	high_hp	chance	placement	live_seconds	spawn_range	attack_hate	summons
263401	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263402	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263403	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263404	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263405	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
263416	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263417	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263418	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263419	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
263420	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
264501	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
264502	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
264503	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
264504	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
264505	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
264506	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
264507	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
264508	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
264509	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
264510	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
264511	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
264512	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
264513	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
264514	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
264515	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
264591	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
264592	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
264593	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
264594	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
264595	LGuard_ReA	0	34	100	TARGET	600	1	0	294707*1
264596	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
264597	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
264598	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
264599	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
264600	DGuard_ReA	0	34	100	SELF	600	1	0	294740*1
264601	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
264602	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
264603	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
264604	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
264605	DrGuard_ReA	0	34	100	TARGET	600	3	0	294773*1
264616	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
264617	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
264618	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
264619	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
264620	DrGuard_WeA	0	34	75	SELF	600	2	0	294776*2
266301	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
266302	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
266303	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
266304	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
266305	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
266306	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
266307	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
266308	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
266309	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
266310	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
266311	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
266312	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
266313	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
266314	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
266315	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
266391	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
266392	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
266393	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
266394	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
266395	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
266396	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
266397	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
266398	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
266399	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
266400	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
266401	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
266402	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
266403	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
266404	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
266405	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
266416	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
266417	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
266418	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
266419	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
266420	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
267891	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
267892	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
267893	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
267894	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
267895	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
267896	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
267897	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
267898	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
267899	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
267900	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
267901	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
267902	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
267903	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
267904	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
267905	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
267916	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
267917	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
267918	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
267919	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
267920	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
269091	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269092	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269093	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269094	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269095	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269096	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269097	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269098	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269099	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269100	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269101	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
269102	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
269103	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
269104	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
269105	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
269116	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
269117	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
269118	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
269119	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
269120	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
269991	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269992	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269993	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269994	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269995	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
269996	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269997	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269998	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
269999	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270000	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270001	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270002	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270003	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270004	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270005	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270016	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270017	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270018	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270019	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270020	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270801	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
270802	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
270803	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
270804	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
270805	BGuard_ChiefB_L_L50M	0	24	100	SELF	600	8	0	296058*1
270806	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
270807	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
270808	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
270809	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
270810	BGuard_ChiefB_D_L50M	0	24	100	SELF	600	8	0	296059*1
270811	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
270812	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
270813	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
270814	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
270815	BGuard_ChiefB_Dr_L50M	0	24	100	SELF	600	8	0	296060*1
270891	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
270892	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
270893	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
270894	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
270895	LGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296061*1
270896	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270897	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270898	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270899	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270900	DGuard_ReA_L50M	0	34	100	TARGET	100	1	0	296072*1
270901	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270902	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270903	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270904	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270905	DrGuard_ReA_L50M	0	34	100	TARGET	600	3	0	296083*1
270916	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270917	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270918	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270919	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
270920	DrGuard_WeA_L50M	0	34	75	SELF	600	2	0	296084*2
271803	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271803	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271803	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271804	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271804	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271804	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271805	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271805	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271805	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271806	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271806	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271806	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271807	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271807	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271807	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271808	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271808	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271808	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271809	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271809	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271809	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271810	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271810	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271810	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271811	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271811	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271811	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271812	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271812	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271812	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271833	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271833	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271833	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271834	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271834	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271834	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271835	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271835	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271835	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271836	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271836	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271836	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271837	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271837	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271837	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271838	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271838	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271838	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271839	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271839	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271839	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271840	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271840	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271840	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271841	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271841	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271841	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271842	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271842	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271842	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271863	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271863	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271863	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271864	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271864	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271864	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271865	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271865	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271865	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271866	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271866	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271866	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271867	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
271867	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
271867	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
271868	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271868	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271868	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271869	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271869	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271869	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271870	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271870	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271870	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271871	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271871	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271871	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271872	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
271872	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
271872	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
271893	LGuard_PhA_L50M	0	34	50	SELF	600	3	0	296070*3,296071*2
271893	LGuard_PhA_L50M	36	70	50	SELF	600	3	0	296070*2,296071*1
271893	LGuard_PhA_L50M	71	100	50	SELF	600	3	0	296070*2
271894	LGuard_PhA_L50M	0	34	50	SELF	600	3	0	296070*3,296071*2
271894	LGuard_PhA_L50M	36	70	50	SELF	600	3	0	296070*2,296071*1
271894	LGuard_PhA_L50M	71	100	50	SELF	600	3	0	296070*2
271895	LGuard_PhA_L50M	0	34	50	SELF	600	3	0	296070*3,296071*2
271895	LGuard_PhA_L50M	36	70	50	SELF	600	3	0	296070*2,296071*1
271895	LGuard_PhA_L50M	71	100	50	SELF	600	3	0	296070*2
271896	LGuard_PhA_L50M	0	34	50	SELF	600	3	0	296070*3,296071*2
271896	LGuard_PhA_L50M	36	70	50	SELF	600	3	0	296070*2,296071*1
271896	LGuard_PhA_L50M	71	100	50	SELF	600	3	0	296070*2
271897	LGuard_PhA_L50M	0	34	50	SELF	600	3	0	296070*3,296071*2
271897	LGuard_PhA_L50M	36	70	50	SELF	600	3	0	296070*2,296071*1
271897	LGuard_PhA_L50M	71	100	50	SELF	600	3	0	296070*2
271898	DGuard_PhA_L50M	0	34	50	SELF	600	3	0	296081*3,296082*2
271898	DGuard_PhA_L50M	36	70	50	SELF	600	3	0	296081*2,296082*1
271898	DGuard_PhA_L50M	71	100	50	SELF	600	3	0	296081*2
271899	DGuard_PhA_L50M	0	34	50	SELF	600	3	0	296081*3,296082*2
271899	DGuard_PhA_L50M	36	70	50	SELF	600	3	0	296081*2,296082*1
271899	DGuard_PhA_L50M	71	100	50	SELF	600	3	0	296081*2
271900	DGuard_PhA_L50M	0	34	50	SELF	600	3	0	296081*3,296082*2
271900	DGuard_PhA_L50M	36	70	50	SELF	600	3	0	296081*2,296082*1
271900	DGuard_PhA_L50M	71	100	50	SELF	600	3	0	296081*2
271901	DGuard_PhA_L50M	0	34	50	SELF	600	3	0	296081*3,296082*2
271901	DGuard_PhA_L50M	36	70	50	SELF	600	3	0	296081*2,296082*1
271901	DGuard_PhA_L50M	71	100	50	SELF	600	3	0	296081*2
271902	DGuard_PhA_L50M	0	34	50	SELF	600	3	0	296081*3,296082*2
271902	DGuard_PhA_L50M	36	70	50	SELF	600	3	0	296081*2,296082*1
271902	DGuard_PhA_L50M	71	100	50	SELF	600	3	0	296081*2
278000	DGuard_WhA	0	34	100	SELF	600	3	0	294752*1
278003	DGuard_WhA_L58	0	34	100	SELF	600	3	0	207717*1
278013	DGuard_WhA	0	34	100	SELF	600	3	0	294752*1
278014	DGuard_WhA	0	34	100	SELF	600	3	0	294752*1
278015	DGuard_WhA	0	34	100	SELF	600	3	0	294752*1
278016	DGuard_WhA	0	34	100	SELF	600	3	0	294752*1
278017	DGuard_AhA	0	34	100	SELF	600	3	0	294746*2,294749*1
278019	DGuard_PhB_L56	0	34	50	TARGET	600	3	0	207723*2
278019	DGuard_PhB_L56	0	100	50	TARGET	600	3	0	207722*2
278067	DGuard_AhA	0	34	100	SELF	600	3	0	294746*2,294749*1
278140	DGuard_WhA_L56	0	34	100	SELF	600	3	0	207712*1
278141	DGuard_WhA_L56	0	34	100	SELF	600	3	0	207712*1
278142	DGuard_WhA_L56	0	34	100	SELF	600	3	0	207712*1
278502	LGuard_WhA_L58	0	34	100	SELF	600	3	0	207704*1
278513	LGuard_WhA	0	34	100	SELF	600	3	0	294719*1
278514	LGuard_WhA	0	34	100	SELF	600	3	0	294719*1
278515	LGuard_WhA	0	34	100	SELF	600	3	0	294719*1
278516	LGuard_WhA	0	34	100	SELF	600	3	0	294719*1
278517	LGuard_RhB_L56	0	34	100	TARGET	100	3	0	207697*3
278517	LGuard_RhB_L56	36	70	100	TARGET	100	3	0	207697*2
278518	LGuard_WhA	0	34	100	SELF	600	3	0	294719*1
278520	LGuard_PhB_L56	0	34	50	TARGET	600	3	0	207710*2
278520	LGuard_PhB_L56	0	100	50	TARGET	600	3	0	207709*2
278567	LGuard_RhB_L53	0	34	100	TARGET	100	3	0	207684*3
278567	LGuard_RhB_L53	36	70	100	TARGET	100	3	0	207684*2
278599	LGuard_ReA_L41	0	34	100	TARGET	100	1	0	207632*1
278614	LGuard_ReA_L41	0	34	100	TARGET	100	1	0	207632*1
278640	LGuard_WhA_L56	0	34	100	SELF	600	3	0	207699*1
278641	LGuard_WhA_L56	0	34	100	SELF	600	3	0	207699*1
278642	LGuard_WhA_L56	0	34	100	SELF	600	3	0	207699*1
281065	DrGuard_PhA_Reward	0	34	100	SELF	600	3	0	281068*1
281065	DrGuard_PhA_Reward	36	70	100	SELF	600	3	0	281067*1
281081	DrGuard_PhB_Reward	0	34	100	SELF	100	2	0	281067*1
281224	BGuard_ChiefD	0	24	100	SELF	600	3	0	281226*1
294518	BGuard_ChiefA_L	0	24	100	SELF	100	3	0	294892*1
294518	BGuard_ChiefA_L	26	50	100	SELF	0	3	0	295122*1
294519	BGuard_ChiefA_L	0	24	100	SELF	100	3	0	294892*1
294519	BGuard_ChiefA_L	26	50	100	SELF	0	3	0	295122*1
294520	BGuard_ChiefA_L	0	24	100	SELF	100	3	0	294892*1
294520	BGuard_ChiefA_L	26	50	100	SELF	0	3	0	295122*1
294521	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
294522	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
294523	BGuard_ChiefB_L	0	24	100	SELF	600	8	0	295125*1
294527	BGuard_ChiefA_D	0	24	100	SELF	100	3	0	294893*1
294527	BGuard_ChiefA_D	26	50	100	SELF	0	3	0	295123*1
294528	BGuard_ChiefA_D	0	24	100	SELF	100	3	0	294893*1
294528	BGuard_ChiefA_D	26	50	100	SELF	0	3	0	295123*1
294529	BGuard_ChiefA_D	0	24	100	SELF	100	3	0	294893*1
294529	BGuard_ChiefA_D	26	50	100	SELF	0	3	0	295123*1
294530	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
294531	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
294532	BGuard_ChiefB_D	0	24	100	SELF	600	8	0	295126*1
294536	BGuard_ChiefA_Dr	0	24	100	SELF	100	3	0	294894*1
294536	BGuard_ChiefA_Dr	26	50	100	SELF	0	3	0	295124*1
294537	BGuard_ChiefA_Dr	0	24	100	SELF	100	3	0	294894*1
294537	BGuard_ChiefA_Dr	26	50	100	SELF	0	3	0	295124*1
294538	BGuard_ChiefA_Dr	0	24	100	SELF	100	3	0	294894*1
294538	BGuard_ChiefA_Dr	26	50	100	SELF	0	3	0	295124*1
294539	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
294540	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
294541	BGuard_ChiefB_Dr	0	24	100	SELF	600	8	0	295127*1
294574	LGuard_RhA	0	34	100	SELF	600	3	0	294710*2,294707*3
294574	LGuard_RhA	36	70	100	TARGET	600	3	0	294707*3
294577	LGuard_AhA	0	34	100	SELF	600	3	0	294713*2,294716*1
294580	LGuard_WhA	0	34	100	SELF	600	3	0	294719*1
294583	LGuard_PhA	0	34	50	SELF	600	3	0	294734*3,294737*2
294583	LGuard_PhA	36	70	50	SELF	600	3	0	294734*2,294737*1
294583	LGuard_PhA	71	100	50	SELF	600	3	0	294734*2
294589	DGuard_RhA	0	34	100	SELF	600	3	0	294743*2,294740*3
294589	DGuard_RhA	36	70	100	TARGET	600	3	0	294740*3
294592	DGuard_AhA	0	34	100	SELF	600	3	0	294746*2,294749*1
294595	DGuard_WhA	0	34	100	SELF	600	3	0	294752*1
294598	DGuard_PhA	0	34	50	SELF	600	3	0	294767*3,294770*2
294598	DGuard_PhA	36	70	50	SELF	600	3	0	294767*2,294770*1
294598	DGuard_PhA	71	100	50	SELF	600	3	0	294767*2
294604	DrGuard_RhA	0	34	100	TARGET	600	3	0	294773*3
294604	DrGuard_RhA	0	100	100	TARGET	600	3	0	294773*2
