npc	pattern	handler	branch	priority	guards	order	kind	a1	a2	a3	place	x	y	z
702106	AB1_Artifact_1402_Dark	on_wake_up	0	7		0	var	3	0	0	AB1_ARTIFACT_1402	0.0	0.0	0.0
702106	AB1_Artifact_1402_Dark	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702107	AB1_Artifact_1402_Dragon	on_wake_up	0	7		0	var	1	0	0	AB1_ARTIFACT_1402	0.0	0.0	0.0
702107	AB1_Artifact_1402_Dragon	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702108	AB1_Artifact_1403_Light	on_wake_up	0	7		0	var	2	0	0	AB1_ARTIFACT_1403	0.0	0.0	0.0
702108	AB1_Artifact_1403_Light	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702109	AB1_Artifact_1403_Dark	on_wake_up	0	7		0	var	3	0	0	AB1_ARTIFACT_1403	0.0	0.0	0.0
702109	AB1_Artifact_1403_Dark	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702110	AB1_Artifact_1403_Dragon	on_wake_up	0	7		0	var	1	0	0	AB1_ARTIFACT_1403	0.0	0.0	0.0
702110	AB1_Artifact_1403_Dragon	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702111	AB1_Castle_1221_Occupy_Dragon	on_wake_up	0	7		0	var	1	0	0	1221	0.0	0.0	0.0
702111	AB1_Castle_1221_Occupy_Dragon	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702112	AB1_Castle_1221_Occupy_Light	on_wake_up	0	7		0	var	2	0	0	1221	0.0	0.0	0.0
702112	AB1_Castle_1221_Occupy_Light	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702113	AB1_Castle_1221_Occupy_Dark	on_wake_up	0	7		0	var	3	0	0	1221	0.0	0.0	0.0
702113	AB1_Castle_1221_Occupy_Dark	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702114	AB1_Castle_1231_Occupy_Dragon	on_wake_up	0	7		0	var	1	0	0	1231	0.0	0.0	0.0
702114	AB1_Castle_1231_Occupy_Dragon	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702115	AB1_Castle_1231_Occupy_Light	on_wake_up	0	7		0	var	2	0	0	1231	0.0	0.0	0.0
702115	AB1_Castle_1231_Occupy_Light	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702116	AB1_Castle_1231_Occupy_Dark	on_wake_up	0	7		0	var	3	0	0	1231	0.0	0.0	0.0
702116	AB1_Castle_1231_Occupy_Dark	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702117	AB1_Castle_1241_Occupy_Dragon	on_wake_up	0	7		0	var	1	0	0	1241	0.0	0.0	0.0
702117	AB1_Castle_1241_Occupy_Dragon	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702118	AB1_Castle_1241_Occupy_Light	on_wake_up	0	7		0	var	2	0	0	1241	0.0	0.0	0.0
702118	AB1_Castle_1241_Occupy_Light	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702119	AB1_Castle_1241_Occupy_Dark	on_wake_up	0	7		0	var	3	0	0	1241	0.0	0.0	0.0
702119	AB1_Castle_1241_Occupy_Dark	on_wake_up	0	7		1	despawn_self	0	0	0		0.0	0.0	0.0
702216	IDF5_U3_Boss_Portal_Destroy	on_idle_timer	0	3	set_flag_var:0	0	broadcast	22549	70	0		0.0	0.0	0.0
702216	IDF5_U3_Boss_Portal_Destroy	on_wake_up	0	7		0	sysmsg	1403146	0	0		0.0	0.0	0.0
702286	IDF5_U3_TEMP_10	on_wake_up	0	1		0	broadcast	22598	70	0		0.0	0.0	0.0
702286	IDF5_U3_TEMP_10	on_wake_up	0	1		1	despawn_self	0	0	0		0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		0	var	21	0	0	Tur13	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		1	var	21	0	0	Tur14	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		2	var	21	0	0	Tur15	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		3	var	21	0	0	Tur16	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		4	var	21	0	0	Tur17	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		5	var	21	0	0	Tur18	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		6	var	21	0	0	Tur19	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		7	var	21	0	0	Tur20	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		8	var	21	0	0	Tur21	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		9	var	21	0	0	Tur22	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		10	var	21	0	0	Tur23	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		11	var	21	0	0	Tur24	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		12	var	21	0	0	Tur25	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		13	var	21	0	0	Tur26	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		14	var	21	0	0	Tur27	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		15	var	21	0	0	Tur28	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		16	var	21	0	0	Tur29	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		17	var	21	0	0	Tur30	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		18	var	21	0	0	Tur31	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		19	var	21	0	0	Tur32	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		20	var	21	0	0	Tur33	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		21	var	21	0	0	Tur34	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		22	var	21	0	0	Tur35	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		23	var	21	0	0	Tur36	0.0	0.0	0.0
702307	Gab1_SetCond_Noshow_01	on_wake_up	0	7		24	despawn_self	0	0	0		0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		0	var	21	0	0	Tur13	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		1	var	21	0	0	Tur14	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		2	var	21	0	0	Tur15	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		3	var	21	0	0	Tur16	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		4	var	21	0	0	Tur17	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		5	var	21	0	0	Tur18	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		6	var	21	0	0	Tur19	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		7	var	21	0	0	Tur20	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		8	var	21	0	0	Tur21	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		9	var	21	0	0	Tur22	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		10	var	21	0	0	Tur23	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		11	var	21	0	0	Tur24	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		12	var	21	0	0	Tur25	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		13	var	21	0	0	Tur26	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		14	var	21	0	0	Tur27	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		15	var	21	0	0	Tur28	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		16	var	21	0	0	Tur29	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		17	var	21	0	0	Tur30	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		18	var	21	0	0	Tur31	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		19	var	21	0	0	Tur32	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		20	var	21	0	0	Tur33	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		21	var	21	0	0	Tur34	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		22	var	21	0	0	Tur35	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		23	var	21	0	0	Tur36	0.0	0.0	0.0
702326	Gab1_SetCond_Noshow_01	on_wake_up	0	7		24	despawn_self	0	0	0		0.0	0.0	0.0
702328	Gab1_Boss_Noshow_01	on_wake_up	0	7		0	var	-1	0	0	GAB1_RESURRECT_DEF	0.0	0.0	0.0
702328	Gab1_Boss_Noshow_01	on_wake_up	0	7		1	sysmsg	1402644	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	0	var	10	0	0	BOSS	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	1	var	2	0	0	N_WAVE_01	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	2	var	2	0	0	N_WAVE_02	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	3	var	2	0	0	N_WAVE_03	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	4	var	2	0	0	N_WAVE_04	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	5	var	2	0	0	H_WAVE_01_01	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	6	var	2	0	0	H_WAVE_01_02	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	7	var	2	0	0	H_WAVE_01_03	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	8	var	2	0	0	H_WAVE_02_01	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	9	var	2	0	0	H_WAVE_02_02	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	10	var	2	0	0	H_WAVE_02_03	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	11	var	2	0	0	H_WAVE_03_01	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	12	var	2	0	0	H_WAVE_03_02	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	13	var	2	0	0	H_WAVE_03_03	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	14	var	2	0	0	H_WAVE_04_01	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	15	var	2	0	0	H_WAVE_04_02	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	16	var	2	0	0	H_WAVE_04_03	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	17	var	2	0	0	CANNON_01	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	18	var	2	0	0	CANNON_02	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	19	var	2	0	0	CANNON_03	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	20	var	2	0	0	CANNON_04	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	21	sysmsg	1402424	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	22	var	1	0	0	TIMEOVER	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	23	var	2	0	0	RESOURCE	0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	0	8	count:0:5:6:1	24	despawn_self	0	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	1	6	count:0:4:5:1	0	sysmsg	1402235	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	1	6	count:0:4:5:1	1	timer	60000	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	2	5	count:0:3:4:1	0	sysmsg	1402134	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	2	5	count:0:3:4:1	1	timer	240000	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	3	4	count:0:2:3:1	0	sysmsg	1402133	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	4	3	count:0:1:2:1	0	sysmsg	1402132	0	0		0.0	0.0	0.0
702503	IDF5_U3_Hard_GameTimer	on_idle_timer	5	2	count:0:0:1:1	0	sysmsg	1402131	0	0		0.0	0.0	0.0
702538	WorldRaid_CTRL_Selcet_1_3_ALL	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702538	WorldRaid_CTRL_Selcet_1_3_ALL	on_wake_up	0	1		1	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702538	WorldRaid_CTRL_Selcet_1_3_ALL	on_wake_up	0	1		2	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702538	WorldRaid_CTRL_Selcet_1_3_ALL	on_wake_up	0	1		3	sysmsg	1402383	0	0		0.0	0.0	0.0
702539	WorldRaid_CTRL_Selcet_1_3	on_wake_up	0	3	chance:33	0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702539	WorldRaid_CTRL_Selcet_1_3	on_wake_up	0	3	chance:33	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702539	WorldRaid_CTRL_Selcet_1_3	on_wake_up	1	2	chance:50	0	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702539	WorldRaid_CTRL_Selcet_1_3	on_wake_up	1	2	chance:50	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702539	WorldRaid_CTRL_Selcet_1_3	on_wake_up	2	1		0	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702539	WorldRaid_CTRL_Selcet_1_3	on_wake_up	2	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702540	WorldRaid_CTRL_Selcet_4_5_ALL	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_04	0.0	0.0	0.0
702540	WorldRaid_CTRL_Selcet_4_5_ALL	on_wake_up	0	1		1	var	1	0	0	WORLDRAID_05	0.0	0.0	0.0
702540	WorldRaid_CTRL_Selcet_4_5_ALL	on_wake_up	0	1		2	sysmsg	1402383	0	0		0.0	0.0	0.0
702541	WorldRaid_CTRL_Selcet_4_5	on_wake_up	0	2	chance:50	0	var	1	0	0	WORLDRAID_04	0.0	0.0	0.0
702541	WorldRaid_CTRL_Selcet_4_5	on_wake_up	0	2	chance:50	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702541	WorldRaid_CTRL_Selcet_4_5	on_wake_up	1	1		0	var	1	0	0	WORLDRAID_05	0.0	0.0	0.0
702541	WorldRaid_CTRL_Selcet_4_5	on_wake_up	1	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702542	WorldRaid_CTRL_Selcet_1_4_ALL	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702542	WorldRaid_CTRL_Selcet_1_4_ALL	on_wake_up	0	1		1	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702542	WorldRaid_CTRL_Selcet_1_4_ALL	on_wake_up	0	1		2	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702542	WorldRaid_CTRL_Selcet_1_4_ALL	on_wake_up	0	1		3	var	1	0	0	WORLDRAID_04	0.0	0.0	0.0
702542	WorldRaid_CTRL_Selcet_1_4_ALL	on_wake_up	0	1		4	sysmsg	1402383	0	0		0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	0	4	chance:25	0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	0	4	chance:25	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	1	3	chance:33	0	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	1	3	chance:33	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	2	2	chance:50	0	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	2	2	chance:50	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	3	1		0	var	1	0	0	WORLDRAID_04	0.0	0.0	0.0
702543	WorldRaid_CTRL_Selcet_1_4	on_wake_up	3	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702544	WorldRaid_CTRL_Selcet_5_7_ALL	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702544	WorldRaid_CTRL_Selcet_5_7_ALL	on_wake_up	0	1		1	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702544	WorldRaid_CTRL_Selcet_5_7_ALL	on_wake_up	0	1		2	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702544	WorldRaid_CTRL_Selcet_5_7_ALL	on_wake_up	0	1		3	var	1	0	0	WORLDRAID_04	0.0	0.0	0.0
702544	WorldRaid_CTRL_Selcet_5_7_ALL	on_wake_up	0	1		4	var	1	0	0	WORLDRAID_05	0.0	0.0	0.0
702544	WorldRaid_CTRL_Selcet_5_7_ALL	on_wake_up	0	1		5	sysmsg	1402383	0	0		0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	0	5	chance:20	0	var	1	0	0	WORLDRAID_05	0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	0	5	chance:20	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	1	4	chance:25	0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	1	4	chance:25	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	2	3	chance:33	0	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	2	3	chance:33	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	3	2	chance:50	0	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	3	2	chance:50	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	4	1		0	var	1	0	0	WORLDRAID_04	0.0	0.0	0.0
702545	WorldRaid_CTRL_Selcet_5_7	on_wake_up	4	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702546	WorldRaid_CTRL_Selcet_5_9_ALL	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_05	0.0	0.0	0.0
702546	WorldRaid_CTRL_Selcet_5_9_ALL	on_wake_up	0	1		1	var	1	0	0	WORLDRAID_06	0.0	0.0	0.0
702546	WorldRaid_CTRL_Selcet_5_9_ALL	on_wake_up	0	1		2	var	1	0	0	WORLDRAID_07	0.0	0.0	0.0
702546	WorldRaid_CTRL_Selcet_5_9_ALL	on_wake_up	0	1		3	var	1	0	0	WORLDRAID_08	0.0	0.0	0.0
702546	WorldRaid_CTRL_Selcet_5_9_ALL	on_wake_up	0	1		4	var	1	0	0	WORLDRAID_09	0.0	0.0	0.0
702546	WorldRaid_CTRL_Selcet_5_9_ALL	on_wake_up	0	1		5	sysmsg	1402383	0	0		0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	0	5	chance:20	0	var	1	0	0	WORLDRAID_05	0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	0	5	chance:20	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	1	4	chance:25	0	var	1	0	0	WORLDRAID_06	0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	1	4	chance:25	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	2	3	chance:33	0	var	1	0	0	WORLDRAID_07	0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	2	3	chance:33	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	3	2	chance:50	0	var	1	0	0	WORLDRAID_08	0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	3	2	chance:50	1	sysmsg	1402383	0	0		0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	4	1		0	var	1	0	0	WORLDRAID_09	0.0	0.0	0.0
702547	WorldRaid_CTRL_Selcet_5_9	on_wake_up	4	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702570	WorldRaid_CTRL_1_3_Initial	on_wake_up	0	1		0	var	2	0	0	WORLDRAID_01	0.0	0.0	0.0
702570	WorldRaid_CTRL_1_3_Initial	on_wake_up	0	1		1	var	2	0	0	WORLDRAID_02	0.0	0.0	0.0
702570	WorldRaid_CTRL_1_3_Initial	on_wake_up	0	1		2	var	2	0	0	WORLDRAID_03	0.0	0.0	0.0
702570	WorldRaid_CTRL_1_3_Initial	on_wake_up	0	1		3	despawn_self	0	0	0		0.0	0.0	0.0
702571	WorldRaid_CTRL_1_5_Initial	on_wake_up	0	1		0	var	2	0	0	WORLDRAID_01	0.0	0.0	0.0
702571	WorldRaid_CTRL_1_5_Initial	on_wake_up	0	1		1	var	2	0	0	WORLDRAID_02	0.0	0.0	0.0
702571	WorldRaid_CTRL_1_5_Initial	on_wake_up	0	1		2	var	2	0	0	WORLDRAID_03	0.0	0.0	0.0
702571	WorldRaid_CTRL_1_5_Initial	on_wake_up	0	1		3	var	2	0	0	WORLDRAID_04	0.0	0.0	0.0
702571	WorldRaid_CTRL_1_5_Initial	on_wake_up	0	1		4	var	2	0	0	WORLDRAID_05	0.0	0.0	0.0
702571	WorldRaid_CTRL_1_5_Initial	on_wake_up	0	1		5	despawn_self	0	0	0		0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		0	var	2	0	0	WORLDRAID_01	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		1	var	2	0	0	WORLDRAID_02	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		2	var	2	0	0	WORLDRAID_03	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		3	var	2	0	0	WORLDRAID_04	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		4	var	2	0	0	WORLDRAID_05	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		5	var	2	0	0	WORLDRAID_06	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		6	var	2	0	0	WORLDRAID_07	0.0	0.0	0.0
702572	WorldRaid_CTRL_1_7_Initial	on_wake_up	0	1		7	despawn_self	0	0	0		0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		0	var	2	0	0	WORLDRAID_01	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		1	var	2	0	0	WORLDRAID_02	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		2	var	2	0	0	WORLDRAID_03	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		3	var	2	0	0	WORLDRAID_04	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		4	var	2	0	0	WORLDRAID_05	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		5	var	2	0	0	WORLDRAID_06	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		6	var	2	0	0	WORLDRAID_07	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		7	var	2	0	0	WORLDRAID_08	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		8	var	2	0	0	WORLDRAID_09	0.0	0.0	0.0
702573	WorldRaid_CTRL_1_9_Initial	on_wake_up	0	1		9	despawn_self	0	0	0		0.0	0.0	0.0
702588	IDF5_U3_TEMP_06	on_idle_timer	0	3	set_flag_var:0	0	broadcast	22549	70	0		0.0	0.0	0.0
702588	IDF5_U3_TEMP_06	on_wake_up	0	1		0	sysmsg	1402202	0	0		0.0	0.0	0.0
702625	WorldRaid_CTRL_Selcet_1	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_01	0.0	0.0	0.0
702625	WorldRaid_CTRL_Selcet_1	on_wake_up	0	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702626	WorldRaid_CTRL_Selcet_2	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_02	0.0	0.0	0.0
702626	WorldRaid_CTRL_Selcet_2	on_wake_up	0	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
702627	WorldRaid_CTRL_Selcet_3	on_wake_up	0	1		0	var	1	0	0	WORLDRAID_03	0.0	0.0	0.0
702627	WorldRaid_CTRL_Selcet_3	on_wake_up	0	1		1	sysmsg	1402383	0	0		0.0	0.0	0.0
