npc	pattern	order	name	set	modify	vanishes
832103	3014_LDF4_Li_Noshow_NPC	0	3014Artifact	2	0	FALSE
832104	3014_LDF4_Da_Noshow_NPC	0	3014Artifact	3	0	FALSE
832105	3024_LDF4_Li_Noshow_NPC	0	3024Artifact	2	0	FALSE
832106	3024_LDF4_Da_Noshow_NPC	0	3024Artifact	3	0	FALSE
832107	2011_LDF4_Dr_Noshow_NPC	0	2011Castle	1	0	FALSE
832108	2011_LDF4_Li_Noshow_NPC	0	2011Castle	2	0	FALSE
832109	2011_LDF4_Da_Noshow_NPC	0	2011Castle	3	0	FALSE
832110	2021_LDF4_Dr_Noshow_NPC	0	2021Castle	1	0	FALSE
832111	2021_LDF4_Li_Noshow_NPC	0	2021Castle	2	0	FALSE
832112	2021_LDF4_Da_Noshow_NPC	0	2021Castle	3	0	FALSE
832113	3011_LDF4_Dr_Noshow_NPC	0	3011Castle	3	0	FALSE
832114	3011_LDF4_Li_Noshow_NPC	0	3011Castle	2	0	FALSE
832115	3011_LDF4_Da_Noshow_NPC	0	3011Castle	3	0	FALSE
832116	3021_LDF4_Dr_Noshow_NPC	0	3021Castle	1	0	FALSE
832117	3021_LDF4_Li_Noshow_NPC	0	3021Castle	2	0	FALSE
832118	3021_LDF4_Da_Noshow_NPC	0	3021Castle	3	0	FALSE
832825	Ab1_Castle_Deep_1011_Hire_Li_01	0	1011_Mercenary01	-1	0	FALSE
832825	Ab1_Castle_Deep_1011_Hire_Li_01	1	1011_Mercenary02	-1	0	FALSE
832825	Ab1_Castle_Deep_1011_Hire_Li_01	2	1011_Mercenary03	-1	0	FALSE
832825	Ab1_Castle_Deep_1011_Hire_Li_01	3	1011_Mercenary04	-1	0	FALSE
855138	LDF4_Advance_condition_14	0	v01	1	0	FALSE
855138	LDF4_Advance_condition_14	1	v02	1	0	FALSE
855138	LDF4_Advance_condition_14	2	v03	1	0	FALSE
855138	LDF4_Advance_condition_14	3	v04	1	0	FALSE
855138	LDF4_Advance_condition_14	4	v05	1	0	FALSE
855138	LDF4_Advance_condition_14	5	v06	1	0	FALSE
855138	LDF4_Advance_condition_14	6	v07	1	0	FALSE
855138	LDF4_Advance_condition_14	7	v08	1	0	FALSE
855138	LDF4_Advance_condition_14	8	v09	1	0	FALSE
855138	LDF4_Advance_condition_14	9	v10	1	0	FALSE
855138	LDF4_Advance_condition_14	10	v11	1	0	FALSE
855138	LDF4_Advance_condition_14	11	v12	1	0	FALSE
855138	LDF4_Advance_condition_14	12	v13	1	0	FALSE
855440	IDSeal_Temp_19	0	GUARDIAN_TIMER	11	0	FALSE
855485	IDSeal_Wave_Checker	0	LEVEL_CHECK_3	0	1	FALSE
855500	IDSeal_Immortal_Success	0	IMMORTAL	10	0	FALSE
855500	IDSeal_Immortal_Success	1	IMMORTAL_TIMER	10	0	FALSE
855500	IDSeal_Immortal_Success	2	WAKE_TIMER	10	0	FALSE
855501	IDSeal_Immortal_Lv2_Failed	0	PLAY_LEVEL	1	0	FALSE
855501	IDSeal_Immortal_Lv2_Failed	1	IMMORTAL	10	0	FALSE
855501	IDSeal_Immortal_Lv2_Failed	2	IMMORTAL_TIMER	10	0	FALSE
855501	IDSeal_Immortal_Lv2_Failed	3	WAKE_TIMER	10	0	FALSE
855502	IDSeal_Immortal_Lv3_Failed	0	PLAY_LEVEL	2	0	FALSE
855502	IDSeal_Immortal_Lv3_Failed	1	IMMORTAL	10	0	FALSE
855502	IDSeal_Immortal_Lv3_Failed	2	IMMORTAL_TIMER	10	0	FALSE
855502	IDSeal_Immortal_Lv3_Failed	3	WAKE_TIMER	10	0	FALSE
855518	IDSeal_Twin_Success	0	TWIN_RESURRECT	10	0	FALSE
855518	IDSeal_Twin_Success	1	SCENE	6	0	FALSE
855518	IDSeal_Twin_Success	2	LEVEL_CHECK_1	10	0	FALSE
855519	IDSeal_Twin_Failed	0	TWIN_RESURRECT	10	0	FALSE
855519	IDSeal_Twin_Failed	1	PLAY_LEVEL	2	0	FALSE
855519	IDSeal_Twin_Failed	2	SCENE	6	0	FALSE
855519	IDSeal_Twin_Failed	3	LEVEL_CHECK_1	10	0	FALSE
855521	IDSeal_Level_Select_1_Li	0	TWIN_P	10	0	FALSE
855521	IDSeal_Level_Select_1_Li	1	TWIN_M	10	0	FALSE
855521	IDSeal_Level_Select_1_Li	2	PLAY_LEVEL	2	0	FALSE
855521	IDSeal_Level_Select_1_Li	3	LEVEL_CHECK_1	10	0	FALSE
855522	IDSeal_Level_Select_1_Da	0	TWIN_P	10	0	FALSE
855522	IDSeal_Level_Select_1_Da	1	TWIN_M	10	0	FALSE
855522	IDSeal_Level_Select_1_Da	2	PLAY_LEVEL	2	0	FALSE
855522	IDSeal_Level_Select_1_Da	3	LEVEL_CHECK_1	10	0	FALSE
855523	IDSeal_Level_Select_2_Li	0	PLAY_LEVEL	2	0	FALSE
855523	IDSeal_Level_Select_2_Li	1	LEVEL_CHECK_2	10	0	FALSE
855524	IDSeal_Level_Select_2_Da	0	PLAY_LEVEL	2	0	FALSE
855524	IDSeal_Level_Select_2_Da	1	LEVEL_CHECK_2	10	0	FALSE
855525	IDSeal_Level_Select_3_Li	0	PLAY_LEVEL	1	0	FALSE
855525	IDSeal_Level_Select_3_Li	1	LEVEL_CHECK_2	10	0	FALSE
855526	IDSeal_Level_Select_3_Da	0	PLAY_LEVEL	1	0	FALSE
855526	IDSeal_Level_Select_3_Da	1	LEVEL_CHECK_2	10	0	FALSE
855527	IDSeal_Area1_Open	0	TWIN_P	9	0	FALSE
855527	IDSeal_Area1_Open	1	TWIN_M	9	0	FALSE
855527	IDSeal_Area1_Open	2	PLAY_LEVEL	3	0	FALSE
855527	IDSeal_Area1_Open	3	VRITRA_TIMER_2	21	0	FALSE
855527	IDSeal_Area1_Open	4	VRITRA_SUM_01	10	0	FALSE
855527	IDSeal_Area1_Open	5	VRITRA_SUM_02	10	0	FALSE
855527	IDSeal_Area1_Open	6	VRITRA_SUM_03	10	0	FALSE
855527	IDSeal_Area1_Open	7	DEFENCE_WAVE	10	0	FALSE
855527	IDSeal_Area1_Open	8	BOSS_ROOM	1	0	FALSE
855527	IDSeal_Area1_Open	9	RANDOM_ROOM_01	1	0	FALSE
855527	IDSeal_Area1_Open	10	RANDOM_ROOM_02	1	0	FALSE
855527	IDSeal_Area1_Open	11	RANDOM_ROOM_03	1	0	FALSE
855527	IDSeal_Area1_Open	12	SCENE	1	0	FALSE
855527	IDSeal_Area1_Open	13	DARKSUN	1	0	FALSE
855528	IDSeal_Area2_Open	0	IMMORTAL	1	0	FALSE
855618	IDStation_info_01	0	tower_die	0	1	FALSE
855952	IDYun_info_01	0	InvisibleWall2	1	0	FALSE
855953	IDYun_info_02	0	dooropen	0	1	FALSE
880750	Gab1_Vritra_02	0	v02ctrl	1	0	FALSE
880754	Gab1_Vritra_06	0	v02ctrl	6	0	FALSE
880758	Gab1_Boss_Noshow_04	0	v02ctrl	11	0	FALSE
880762	Gab1_Msg_Noshow_04	0	v02ctrl	16	0	FALSE
880766	Gab1_Vritra_03	0	v03ctrl	1	0	FALSE
880770	Gab1_Vritra_07	0	v03ctrl	6	0	FALSE
880774	Gab1_Boss_Noshow_05	0	v03ctrl	11	0	FALSE
880778	Gab1_Msg_Noshow_05	0	v03ctrl	16	0	FALSE
880782	Gab1_Vritra_04	0	v04ctrl	1	0	FALSE
880786	Gab1_Vritra_08	0	v04ctrl	6	0	FALSE
880790	Gab1_Msg_Noshow_02	0	v04ctrl	11	0	FALSE
880794	Gab1_Msg_Noshow_06	0	v04ctrl	16	0	FALSE
